"","Phi","Theta"
"131",1.24657929754672,2.32511302290567
"132",1.75734341141915,1.84751826793036
"133",2.36924941819759,0.879127703787078
"134",1.81623256827292,1.74910498923165
"135",2.24074547111848,3.27133637307565
"136",1.60954229846115,1.5709137344806
"137",2.39946118719347,1.70021274170333
"138",0.343192704000155,2.54879564170202
"139",1.5240200057707,1.60336009826927
"140",1.84312766650722,0.921241040568457
"141",1.10126354721034,1.69289660466461
"142",2.29553977912951,1.15198323355559
"143",2.23719206396576,1.87315322449213
"144",1.39210234795175,1.39278689713014
"145",1.50442431167909,2.67980456254184
"146",1.69516629929172,0.760689255444248
"147",1.80000208830627,0.98674707048171
"148",1.27208195567829,1.29114356854622
"149",1.34635527062578,1.27314516256774
"150",1.82197879023319,1.89060107638164
"151",1.72833651358389,1.85516714656276
"152",1.85961862992267,1.1701820083834
"153",2.48424549017979,1.50461273487295
"154",1.39626899917456,1.75423829819542
"155",2.24484830890916,1.83567650428143
"156",2.0772753382901,0.860934432528786
"157",1.93762209231681,2.23860697218959
"158",1.59794207015771,2.36828930722506
"159",1.09982291022089,2.54314545006945
"160",1.77416393181643,2.55353984388397
"161",2.39209750888949,2.88397193514878
"162",1.35826304768114,2.27608483855993
"163",1.10826525488171,1.00724299009532
"164",1.66715270284467,1.70986778504325
"165",1.2436096904174,1.51528387286901
"166",1.57529483777506,0.605492610091834
"167",1.33010553158687,2.94017142338111
"168",1.36992596069099,2.04756003378741
"169",1.13693795327016,2.23001157968814
"170",1.58866184209422,2.11897833446012
"171",1.5379694551686,1.59893001580282
"172",1.42600645637076,1.87012453087492
"173",1.50490099229365,0.97330413122316
"174",1.88090874306131,3.47003326942299
"175",2.46607793834795,1.3025409457371
"176",1.58810092029455,1.49439490466327
"177",2.2504488731132,1.01267829042159
"178",1.41659685242337,2.12830351486452
"179",1.10968512152004,1.43888220642728
"180",1.68770773366454,1.57216851832497
"181",1.75279708516914,1.28864029173655
"182",0.589039521126092,2.84052338865189
"183",0.935734029147239,2.39989211211401
"184",0.626584927688322,2.24304792163205
"185",1.94134130666653,1.61276265269896
"186",1.61364821381745,3.01733485797133
"187",2.52302512943357,2.38069336341287
"188",2.05969006147683,1.2752140536861
"189",1.37031820000879,2.69101782583541
"190",2.42780560929352,1.21765085194734
"191",1.3934981821655,1.68369703667283
"192",2.12278608445486,1.43807309306209
"193",2.01838462572649,1.13172567728541
"194",1.64055182075256,0.846935529494876
"195",0.71331349756668,0.927456671018774
"196",1.51261239343797,0.966819219558907
"197",1.61166604597455,1.34479157530373
"198",2.02579287528693,2.42760380226997
"199",1.90218122806989,1.32045420475591
"200",2.09849844560356,1.55065669397137
"201",1.9317602183167,2.90904364341875
"202",1.41850292239563,1.02305716291872
"203",1.64115637271063,1.40201903211612
"204",0.479967306864307,1.7096132564774
"205",1.93555931219228,1.41781463983529
"206",1.43793004524003,1.91054348232147
"207",0.822256690406979,1.7581771231954
"208",0.750856600634166,1.07994619210512
"209",1.56315237546041,1.76142876206318
"210",1.6369774613708,2.11316966869944
"211",2.0544055987058,1.70921800688282
"212",1.61091676057528,2.13940205690026
"213",1.32217786149939,1.47755344131012
"214",1.28663534172326,2.17712077484433
"215",1.7226460774891,2.18416057510971
"216",2.00060412402371,2.31335229447099
"217",1.57932081006796,1.6445247049472
"218",1.40053521011433,1.57795018603309
"219",1.73367230715715,1.33356409981795
"220",1.65132496985681,2.22149512124523
"221",1.50436925450729,1.06523728261185
"222",2.11667093738657,1.24266917849574
"223",2.51762332764235,3.55380353509139
"224",1.98003629284075,2.38901644956785
"225",1.82637697263359,1.21587383973252
"226",1.7072287936289,2.0180131210141
"227",1.59796298376106,1.60182248213607
"228",2.29323551642411,1.21602040327189
"229",1.53734761503953,1.41982575240661
"230",1.40385668363445,2.00045752696103
"231",1.53106367836738,1.89910159585599
"232",2.3407293892259,5.92206057231809
"233",1.25294597525261,2.28108041647138
"234",1.97370933313346,0.47086076933857
"235",0.848734827647811,2.31282524098041
"236",1.89678998944949,1.86270710452869
"237",1.97083382572074,0.759072068535251
"238",1.9643754889759,1.61258354697922
"239",2.25691927840019,1.65458751064788
"240",1.99829914779063,1.37167147261938
"241",1.70729952954485,1.82815029695075
"242",1.63603664398018,0.728298217128011
"243",1.44759460867279,2.19792686015112
"244",2.00108112440914,1.85798957987594
"245",2.14553173952358,1.50710483533763
"246",1.10954662987341,1.45309908522866
"247",1.65961211910869,1.97952969418478
"248",1.08108263855298,1.66559225432776
"249",1.81480135206647,1.09038349993921
"250",1.70533587870322,1.24649359723629
"251",1.77172085543524,1.95030033389093
"252",1.87070365062645,2.05658499477648
"253",0.964796365644671,1.34000782158298
"254",1.54712861009916,1.81834362626703
"255",1.72089308671754,2.98835505566035
"256",1.42884692089789,2.75443709674646
"257",1.51083015676172,1.67761886657108
"258",1.76440608503606,1.72893630110393
"259",1.31314227824521,2.05652980196228
"260",2.19179431377495,1.66526658804715
"261",2.26420547634902,1.75886895264517
"262",2.21761558668692,2.03170291317682
"263",1.89535208251823,1.99832899969202
"264",1.84781039888157,1.57153050221854
"265",1.7813053309083,1.49881408487786
"266",1.6505786647501,1.80932908197444
"267",1.85572602493185,1.73465164776279
"268",1.25529985678163,1.19777853022512
"269",1.67486932936305,1.7216074982065
"270",1.07896063119506,2.39635695546349
"271",1.46584834202292,2.21714912336154
"272",2.2134228293144,1.36512755638772
"273",1.24153425132556,1.91990442261581
"274",1.91050709162475,1.42840132512931
"275",1.42063965801681,1.92570768914701
"276",1.29802453532222,2.01054893131082
"277",1.13805521929315,2.13328889682522
"278",0.954350966176806,1.2528024075225
"279",1.18484385961411,1.90188207348423
"280",1.85365658547379,1.86644412963948
"281",1.83907103832712,1.71892774385793
"282",1.61201037667628,2.73802569565477
"283",1.67236846893087,1.85101911306919
"284",1.74535672035031,2.74941347780738
"285",1.90693183848278,0.777505058478923
"286",1.52610401198617,1.92914045621182
"287",2.005729646753,0.334536567646576
"288",1.51248590212117,2.14649334763784
"289",1.5190459209466,2.52306046444413
"290",0.882765175844696,1.47536750842656
"291",1.9064335384098,2.05499256378744
"292",1.90645441264519,1.6260264170932
"293",1.43913486904736,1.8651095072979
"294",1.55916304751207,1.08847463661473
"295",1.63635528868747,1.92691194006314
"296",1.86502659657565,2.31443669974809
"297",2.3213231353788,1.60434074332726
"298",1.43021201150791,1.70231248877773
"299",2.07915656597235,1.24952182325727
"300",1.88042599361584,1.40469051511223
"301",1.63706348369916,1.37395818576143
"302",1.63260815717401,0.656454715638623
"303",2.52834417656792,2.09742713714055
"304",1.93326816417141,2.1769572526143
"305",2.1272901974146,1.52299145777345
"306",2.75138338539402,0.865195106037687
"307",0.90299118294934,2.58469629399242
"308",1.95578703783593,1.68172819927697
"309",1.41978529640573,1.25628590299345
"310",1.54303982533737,1.53420940516542
"311",1.49429488667203,2.05820060442796
"312",1.60022119617655,2.71200770553199
"313",2.73188113811001,2.07205260740772
"314",1.69850617129316,2.0654182453447
"315",2.12241333636919,1.20842247422393
"316",2.31393097392503,1.47497269377299
"317",1.2599875804279,2.10829364352356
"318",2.36059623767312,2.67631161820807
"319",2.29686674976891,0.915427646215547
"320",1.93221674035838,2.19799922103587
"321",1.63580837142592,1.86566653916854
"322",1.62564372407381,1.91995784176612
"323",1.65704444541758,0.600787163943739
"324",1.08142004826523,1.98334177092923
"325",2.21648818654759,2.2888218969614
"326",1.91968280287158,1.32935618597046
"327",2.04459058177907,1.51620489578277
"328",1.7490446429407,1.81461260488109
"329",1.68177923151596,2.17089576257761
"330",2.91776088114728,3.53709746680137
"331",1.37724251909504,1.34696582496395
"332",1.58175957301212,2.13272547335885
"333",1.92719297360894,1.9810742752177
"334",2.34681738233091,1.145209297477
"335",1.09044892379998,2.29279670513927
"336",1.04754988861599,2.59245863538016
"337",1.89202491994254,1.09512575542895
"338",1.76080067281963,0.768635816345372
"339",1.25987196095879,2.03707745063558
"340",0.771257652260076,1.81666427769007
"341",2.19906681710796,2.39972023137256
"342",1.30442916449152,1.9528778414244
"343",1.74123197472225,1.80072412619262
"344",1.66083980828295,1.68561863698494
"345",2.3630990159685,2.2097632109789
"346",1.34203469843266,2.19294780381783
"347",1.15571406670271,2.53177092244774
"348",1.95369795810801,2.01213258963108
"349",0.747426952754916,1.61191621233701
"350",1.0593961759301,1.3350133272112
"351",1.49222260432996,2.10389052683072
"352",1.77598072654902,2.1381539704871
"353",2.00552212349305,1.63408388539217
"354",1.52030535198842,2.16644095728105
"355",1.90977785680377,2.39232175935207
"356",1.53754854682185,1.64642170033119
"357",1.48508129074068,1.12872781593896
"358",2.00512052223362,1.44382772816177
"359",1.00671602822156,1.67274518052273
"360",1.55991167947608,2.34647869743427
"361",1.78496404788577,2.3569380106139
"362",1.24094669235314,0.80257292801982
"363",2.57937186799593,1.88818799515609
"364",0.970482827761383,2.93938668788532
"365",1.82047692655419,2.15029515489679
"366",2.0516943950996,1.01470861282142
"367",1.28589773919546,2.2294812175759
"368",1.31804169975992,1.80439325635446
"369",2.83976154631149,2.59999232276269
"370",0.736926001400125,2.73610264715216
"371",2.15644993092296,1.58555244312312
"372",1.93198728072594,1.36946414834753
"373",1.84329092580745,1.72847131821495
"374",1.82424372105682,2.65338246829937
"375",1.91552633185271,1.70399103502556
"376",2.50828001065798,0.418477311540342
"377",2.41523270188674,1.82690616178433
"378",1.34335355686091,1.48291295048003
"379",1.30393281658791,1.42889444202265
"380",1.79622441257851,2.48931123232972
"381",2.40127279531672,2.37296297415531
"382",2.3333188173155,2.15229578681334
"383",2.12142510140625,2.01737928329007
"384",2.31650804526653,1.34318264374283
"385",2.96709380957946,6.03365666376222
"386",1.78499866343071,1.59054471988344
"387",0.542138350228766,2.33982809121873
"388",1.16598803553807,1.73811046433782
"389",2.97540206457581,2.98116475004734
"390",1.41759343700049,1.29756461424261
"391",1.83822241012991,2.01521935177441
"392",1.50276292912195,1.15054508071316
"393",1.72486025464203,1.52239799947987
"394",1.86260013050151,1.99207891748484
"395",2.25409176855545,2.35761143726905
"396",1.89196480139784,2.41464483771874
"397",2.01512502249358,1.10520137688557
"398",1.40013236820541,1.90250611670664
"399",1.31701639176174,1.14167780326006
"400",1.30687468893675,1.79296599358341
"401",1.43046951504868,1.78646497025675
"402",1.61943354430116,1.5977683768956
"403",2.07714196395879,1.39885075007059
"404",2.05537812391345,1.76409281589559
"405",2.453413027692,1.6636451064658
"406",1.31533048883753,2.05633363135487
"407",0.634009191729529,1.58830805690179
"408",2.0713011091029,1.83747744622355
"409",1.71750639961808,1.87375010645651
"410",0.133574734060062,4.59075401699625
"411",1.65896917987965,1.54684858325182
"412",1.91693415641673,1.86326525690554
"413",1.8281235294128,2.15899939538894
"414",1.54821523503519,2.51458108139572
"415",1.81584902644373,1.47846112077973
"416",1.54034606147053,1.44720442574603
"417",1.97111923019451,2.39443184585867
"418",1.76025620931381,1.54840792289038
"419",1.78727651164915,2.18492205297536
"420",1.13778234601346,1.64828663380167
"421",1.54547982018327,2.27830680165254
"422",1.19962000262997,2.43789148072556
"423",1.78142576977511,2.02593831269217
"424",1.62341547824288,2.29718042733741
"425",1.55234503340973,0.640838881956067
"426",1.72069278610828,2.28641001519978
"427",0.760166787626871,2.38273582100327
"428",2.18543923602123,1.96509679088341
"429",2.11686195064717,2.85691925158816
"430",1.60677861219833,1.46551007078189
"431",1.85251214600982,1.62936470538844
"432",2.31054115415241,1.29947688983739
"433",1.39597105307319,1.74725256627564
"434",1.80000165756494,2.00534211261881
"435",2.38939415284383,2.37926106979209
"436",2.29357034021682,2.0872977477612
"437",2.15125825703803,1.68293589841844
"438",0.900605978623326,1.33811753693874
"439",2.52058096077195,1.89452606506359
"440",1.33810535327219,1.7015342815939
"441",2.21540223875212,1.32812951821089
"442",1.86196502551519,1.61289029453788
"443",1.69604517671117,0.898065857646207
"444",2.84497597225354,2.08559529099887
"445",2.74576593484533,1.62537488490632
"446",1.22857101318184,1.43239509118195
"447",0.905320881819197,1.99167096196875
"448",1.82390233333588,1.44972810422902
"449",2.48261267333901,1.01299105236819
"450",1.9895794905714,1.40699584544841
"451",2.58938221874621,3.1076790266762
"452",1.94952487952906,2.22294621398561
"453",1.62562177994645,1.98323178086438
"454",1.28957789354728,1.77815025634301
"455",1.65211099820396,1.65605938481447
"456",1.50031344949568,2.72102225704064
"457",2.93765325133015,0.833667407460998
"458",1.43052674664906,0.655411918023126
"459",1.74411862794511,1.59272150982975
"460",1.50724086857404,0.714248567625807
"461",1.98604567609939,1.70207356159854
"462",0.771282807839932,1.93872530573221
"463",1.04733764136314,2.25847220774654
"464",1.31676903892388,2.10715873747255
"465",1.49563963779656,0.956285915327218
"466",1.6429632316157,1.86364994178431
"467",2.19482714301088,2.15294337710358
"468",1.77319785913393,1.70864297725091
"469",2.19627990841413,1.81144094545617
"470",1.89249008969905,1.66061782085442
"471",1.87804534084573,1.55419108690549
"472",2.44772055628048,1.90401864220106
"473",1.36032871582478,1.29011171220724
"474",1.79749325662471,1.49361043572923
"475",2.13589771864843,1.20551706188015
"476",1.52376913840044,1.62592087913358
"477",1.95947861690048,2.03091128216101
"478",1.40471936807501,1.87920455106566
"479",1.1945914532366,0.682202417713843
"480",0.933256800835158,1.40076797957534
"481",1.83552048638951,1.26333493144675
"482",1.76691062394678,2.11310715002065
"483",1.86717547130898,2.90931586733867
"484",2.31142878477765,2.36241534543187
"485",1.51314693045054,1.98755864791784
"486",1.79415573072376,2.35016207942401
"487",1.60704231839211,2.1237333529848
"488",2.0917697447397,1.80612308939283
"489",1.94750619906896,0.755925019396262
"490",1.66190820186181,2.03013250160078
"491",1.57545840153273,1.95104890321105
"492",1.1299278794883,2.30175128784394
"493",2.27246735824193,2.26015954431258
"494",1.73151254582747,1.75891091344231
"495",1.89546940166271,1.5608411325464
"496",1.6404230322291,1.96132286474718
"497",1.64627655850464,1.17949689431006
"498",1.41066846612745,1.70699639562782
"499",1.86180017405481,1.96284947099697
"500",1.30045130658283,2.02467722536565
"501",1.01618294860715,1.8030157768054
"502",2.3396169397017,2.29169817656937
"503",1.49209292434546,2.50577426546694
"504",1.02831765638317,2.40865391735116
"505",1.78299486532745,1.22736305477305
"506",1.73562797154024,1.0330750290117
"507",2.24906077860661,2.06364490568697
"508",1.89170090021469,1.76239628944401
"509",1.4938474973227,1.42174888239776
"510",1.82240091212425,2.30335532203517
"511",1.48000894984876,1.39791320922616
"512",1.53590235970033,2.51376446851521
"513",1.16896758213083,1.4592542341197
"514",1.37887691306557,1.72257177581685
"515",1.90309001062125,1.2660756151533
"516",1.96467061894668,2.08950589487779
"517",1.32606461281533,1.82379587897804
"518",1.54494575376362,1.5628071325306
"519",2.81292723700001,0.889494308717983
"520",2.03749821305418,2.85268329697254
"521",2.08300667516223,1.67520304776095
"522",0.643417976239607,2.00117774397893
"523",1.37051640907518,0.781029422063449
"524",2.52117772091597,5.9334673966139
"525",1.25252483778792,2.23100727597639
"526",1.08581434045327,1.24811327830402
"527",1.80224791698136,1.84836400397725
"528",1.76575720500333,1.90307307748374
"529",1.88842830229204,1.3491802037979
"530",2.38202979735616,1.58423367201163
"531",1.29591196808625,0.793200301533624
"532",1.88157627121866,1.52681408089222
"533",1.77174895623479,2.08961785817329
"534",1.84629815221313,1.35250315563066
"535",1.29915719415762,0.568151565999385
"536",2.25742171056075,2.61188592471572
"537",2.3959548024052,1.33417468547948
"538",2.16468857819305,2.34754668187568
"539",1.28112180520136,1.13922890579023
"540",1.99979431142668,1.48551875995194
"541",1.08110199046468,2.27316313830143
"542",1.04348702630683,1.00988362840843
"543",2.19869712533667,2.18308484188703
"544",1.65445669592808,1.8394356208712
"545",1.71586901750643,1.88372096720531
"546",2.24573728560375,1.67793285641317
"547",1.90593980806309,1.57523436159217
"548",0.701684504924909,1.83945337764924
"549",1.34797156917325,1.50852428996171
"550",2.48487477739275,1.53768040219405
"551",1.44536391639019,1.12830917367011
"552",0.769253670914045,2.02636962012116
"553",2.84898983283019,0.152767590295032
"554",2.5683204926539,1.57419042992754
"555",2.2719112900492,1.62607130271037
"556",1.43044389492402,1.99348744689006
"557",1.74376354841131,1.33179046463768
"558",1.25620813786363,1.03847106957776
"559",1.88318582740383,1.66449982495558
"560",2.01922558488473,2.14113630110036
"561",1.57056845593924,3.17848808572163
"562",2.53346658154371,1.47915847792489
"563",1.18164817440586,2.34585767411698
"564",2.16061789685024,1.49204747157947
"565",2.10109389212403,1.41025275362803
"566",1.11116180620737,1.83755835171756
"567",1.37678383172488,2.20801179564768
"568",0.947074671825094,1.20085388559608
"569",2.65663708431721,3.81020986173724
"570",1.59616728453133,0.541476987328776
"571",2.28413568137495,2.3382482582295
"572",2.41626787400325,2.3548673651432
"573",1.13467418814632,1.70525305754175
"574",2.01625747546684,2.35103905165618
"575",1.83321848523128,2.57119755480255
"576",2.11646200075384,1.5036076923012
"577",1.20283860723285,1.80298985643911
"578",1.74891172654694,1.50038661134031
"579",2.68320487597483,2.96656595119649
"580",1.02339385997741,0.782441336836083
"581",1.69930094101079,2.17699058088466
"582",2.21483122546601,2.08347020396905
"583",1.40300435959532,2.22656162725849
"584",1.26150876305619,1.92000906396441
"585",2.47887066051589,2.94491415104552
"586",1.91707558018203,1.81717010165293
"587",1.48064048963783,2.41410855340984
"588",1.71093906460794,2.23878700118128
"589",1.80335654451501,1.14719123693465
"590",0.981647384942949,2.33696331877959
"591",2.40930506146598,1.75178894253547
"592",2.17836992804027,0.947599779914092
"593",1.51089526409286,1.74279917101415
"594",1.55895270183862,1.67102225321498
"595",2.08741765418203,1.8920191835327
"596",1.90492805858659,1.53910151515807
"597",2.21701578373927,1.888485964934
"598",1.48290052446545,2.08627283359898
"599",1.52301261313545,1.6117360745265
"600",1.49103642572767,2.30497013594362
"601",2.07623271316364,1.22539475348943
"602",1.68788845216811,1.65856664412851
"603",0.556538324623704,1.31838466360915
"604",2.27760713997281,1.62929274805585
"605",2.38336566809003,2.37834282937479
"606",2.25945018945208,1.98245563336937
"607",1.52997774974669,1.43704389109877
"608",2.25835316591179,1.18162168918627
"609",1.34957030083217,1.92627400582723
"610",0.870388121619484,1.41525858420774
"611",1.90789868076014,1.5501754292235
"612",2.00081625022779,2.42505286163358
"613",1.33168777170758,2.4251730519072
"614",2.07477501824991,1.11797510168759
"615",1.5210126106364,2.23870670039994
"616",0.775053491130025,1.43640817903002
"617",1.89802668223782,2.06238014562405
"618",1.00871522155527,0.980705293836282
"619",2.11572680076756,1.58594043269995
"620",1.02797362509525,1.99724976513439
"621",1.72795765991575,1.4873263779899
"622",1.86379334355049,1.70776726878435
"623",2.33684685939186,2.48539419661684
"624",2.21493173320142,1.45445522005327
"625",0.8709992704497,1.33133346206215
"626",1.98870900123649,1.36268430649507
"627",1.39599598591419,2.14453576103194
"628",1.60471295431115,1.32469092233349
"629",1.40632815289034,1.72818492541694
"630",1.03920061846769,0.304173838776369
"631",1.30201457743514,2.43916203961575
"632",1.75744002226006,2.05961226008262
"633",2.47406078804455,1.67799829036567
"634",2.50947589655096,1.33385660268354
"635",1.87173401983333,1.78427789537316
"636",1.90847207237108,1.6152315632349
"637",1.43282561369817,2.04724599616398
"638",1.80651673681903,1.14931160836734
"639",1.77752061592035,1.89315611976544
"640",2.4613775303969,2.42944453405244
"641",3.03884257538925,1.11588514531935
"642",1.71282669357869,1.666113266643
"643",1.77891756144178,2.20648871245663
"644",1.62312633305882,1.62957779224472
"645",1.7352474814646,1.73432724188557
"646",2.33493655109287,1.78108196922801
"647",1.77008433918094,1.78632919901428
"648",2.57329445893893,1.98670170363968
"649",1.90860699545182,1.35068533356646
"650",1.58901756184908,0.844896515356873
"651",1.48623471239133,1.20790643861233
"652",1.81721173156025,2.18846152670885
"653",1.26624522559815,1.73895913372644
"654",1.21338683436415,1.74384256997152
"655",1.12940605731117,2.39797860986279
"656",2.02172578153248,1.28304346180886
"657",2.00819701606843,1.94293653861409
"658",1.87065911292886,1.77740712590233
"659",1.38470417353873,1.48407546791457
"660",2.04808283069804,1.51203750802991
"661",1.77208157573615,0.870234328664437
"662",1.6065453915199,2.67112427723355
"663",0.34096289190122,0.930145084432924
"664",1.25294597525261,2.28108041647138
"665",1.21221623800671,1.56275442683137
"666",2.31422606415592,1.20196366926281
"667",2.57447890283016,1.37263395030925
"668",1.82799675531774,2.41217970475423
"669",1.86483837222762,1.79783499921676
"670",2.06572097598294,2.92272489471676
"671",1.78422409496842,2.07964157918593
"672",2.37024468793047,1.13327752055234
"673",2.28516024834947,0.626479208543123
"674",1.31598907338487,1.63544004149792
"675",2.33112091264804,1.35940179584669
"676",1.21299580680144,1.43815457844085
"677",2.06232446294411,2.0867518134299
"678",1.80200297815535,0.53044250119296
"679",2.13082791572322,2.34337445973545
"680",1.77240190882185,2.01961800881948
"681",1.42626037959306,1.57585606560744
"682",1.23557155035745,2.40643338818756
"683",1.8534891405657,1.6834569147655
"684",1.19718570523194,1.17894544268774
"685",2.19957262827224,0.749183735310124
"686",1.84212269904096,0.663281219290472
"687",1.81938304772296,1.58176820108618
"688",1.73364388033725,1.02792903026884
"689",2.09042830394827,1.49355089690594
"690",1.41008685703202,2.34623390657199
"691",1.54523420429192,0.96509000171304
"692",1.59064277049413,1.7857181516037
"693",1.98599744186529,1.11951512665469
"694",1.13078248893567,1.59186101312784
"695",1.68399775121196,0.719159887188824
"696",1.79676750492325,2.17907549359282
"697",2.19234704333929,2.52248428683199
"698",2.01906455077869,1.32853216450078
"699",1.29732155498134,1.92995756616989
"700",2.31188478861324,2.52608576561862
"701",1.21614024750207,2.00631601463628
"702",0.926490035436123,2.0157807078231
"703",1.98179753426571,1.65606472554699
"704",1.0044722659905,2.12726436428613
"705",1.44674360996953,1.67889977245782
"706",2.32215235914623,1.81276092834906
"707",1.20013081601308,2.15674394848247
"708",1.43198318773632,2.49890946512853
"709",1.832977276732,1.70726562693287
"710",1.7157467573568,1.39911719280358
"711",1.60331077369429,1.61999222595378
"712",1.9867164855105,1.78384507227304
"713",1.765771351261,1.12245074060922
"714",2.08472875686513,1.34264159397091
"715",1.93320292315053,2.13984956811001
"716",2.00597595348437,1.50253448063164
"717",1.82501626508519,2.05819444062068
"718",2.04645896106303,1.65371016719624
"719",1.87897179576495,1.90692397834931
"720",1.79280061691376,1.83717022566122
"721",1.79095928248744,1.79849722668544
"722",0.735318913752915,1.59224327921295
"723",1.18062143979533,2.63709488663217
"724",1.73563856950675,2.36833881226844
"725",1.83971352041869,1.47377122869402
"726",1.46791108628382,2.45855270081206
"727",0.525531307976075,1.59829723106932
"728",1.78488906610135,1.6651599060025
"729",1.15426555221118,1.783952730889
"730",2.22960897310957,2.25197041539456
"731",2.25822277910306,1.7612042106218
"732",1.60987995293869,1.36066557747554
"733",0.889047805001673,3.2767644102436
"734",2.05866111089012,2.20021514430454
"735",1.82791229872359,1.14588784365548
"736",1.35216175532706,1.15193805395782
